epoch,speaker_utterance,ground_truth
4,<sos> green ellipse red green gray ellipse gray green <eos>,<sos> rectangle <eos>
4,<sos> square white square square white square square square <eos>,<sos> square <eos>
4,<sos> red green red red red red red red <eos>,<sos> gray shape <eos>
4,<sos> red red red red red red red red <eos>,<sos> rectangle <eos>
4,<sos> ellipse ellipse ellipse ellipse ellipse ellipse ellipse ellipse <eos>,<sos> circle <eos>
4,<sos> square rectangle square red square red red,<sos> yellow shape <eos>
4,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
4,<sos> red red red red red red red red <eos>,<sos> circle <eos>
4,<sos> ellipse white ellipse ellipse ellipse white white ellipse <eos>,<sos> blue shape <eos>
4,<sos> square white red ellipse <UNK> ellipse ellipse ellipse <eos>,<sos> yellow ellipse <eos>
4,<sos> ellipse ellipse ellipse white white white white white <eos>,<sos> ellipse <eos>
4,<sos> green green green green gray green rectangle green <eos>,<sos> green shape <eos>
4,<sos> ellipse ellipse red ellipse ellipse ellipse red shape <eos>,<sos> circle <eos>
4,<sos> green green green green rectangle green green green <eos>,<sos> circle <eos>
4,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
4,<sos> red red square square white white square shape <eos>,<sos> square <eos>
4,<sos> gray gray gray green green gray gray gray <eos>,<sos> circle <eos>
4,<sos> red white white green rectangle gray white white <eos>,<sos> blue shape <eos>
4,<sos> ellipse white white ellipse ellipse ellipse white white <eos>,<sos> yellow shape <eos>
4,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
4,<sos> red gray red gray green ellipse red <UNK> <eos>,<sos> rectangle <eos>
4,<sos> red red red red red red red red <eos>,<sos> circle <eos>
4,<sos> red red red red red red red red <eos>,<sos> blue shape <eos>
4,<sos> red red red red red red red red <eos>,<sos> ellipse <eos>
4,<sos> white red white white white white white white <eos>,<sos> square <eos>
4,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
4,<sos> ellipse ellipse ellipse ellipse ellipse ellipse ellipse ellipse <eos>,<sos> ellipse <eos>
4,<sos> ellipse ellipse red ellipse ellipse ellipse ellipse ellipse <eos>,<sos> square <eos>
4,<sos> green red red red red red red red <eos>,<sos> square <eos>
4,<sos> square ellipse white ellipse ellipse white ellipse ellipse <eos>,<sos> yellow shape <eos>
4,<sos> white white ellipse ellipse red ellipse <sos> white <eos>,<sos> gray shape <eos>
4,<sos> white ellipse white white white white ellipse white <eos>,<sos> white shape <eos>
