epoch,speaker_utterance,ground_truth
34,<sos> ellipse ellipse ellipse ellipse ellipse ellipse ellipse ellipse <eos>,<sos> ellipse <eos>
34,<sos> white white white white white white white white <eos>,<sos> circle <eos>
34,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
34,<sos> ellipse ellipse gray white white ellipse white gray <eos>,<sos> ellipse <eos>
34,<sos> yellow yellow green green green yellow green ellipse <eos>,<sos> green shape <eos>
34,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
34,<sos> red red,<sos> red shape <eos>
34,<sos> yellow rectangle rectangle rectangle rectangle rectangle rectangle square <eos>,<sos> rectangle <eos>
34,<sos> white white white square white white white white <eos>,<sos> white square <eos>
34,<sos> ellipse white ellipse gray ellipse gray gray gray <eos>,<sos> ellipse <eos>
34,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
34,<sos> rectangle gray rectangle rectangle gray rectangle gray gray <eos>,<sos> gray shape <eos>
34,<sos> white white white white gray white white gray <eos>,<sos> ellipse <eos>
34,<sos> ellipse ellipse ellipse ellipse red green ellipse red <eos>,<sos> red shape <eos>
34,<sos> green green red red green red green rectangle <eos>,<sos> red shape <eos>
34,<sos> yellow yellow yellow yellow rectangle yellow green rectangle <eos>,<sos> yellow shape <eos>
34,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
34,<sos> rectangle rectangle rectangle rectangle rectangle rectangle rectangle rectangle <eos>,<sos> rectangle <eos>
34,<sos> ellipse red red ellipse red red red red <eos>,<sos> circle <eos>
34,<sos> ellipse white ellipse ellipse yellow white ellipse red <eos>,<sos> circle <eos>
34,<sos> red rectangle yellow yellow yellow red red rectangle <eos>,<sos> red shape <eos>
34,<sos> square yellow rectangle rectangle rectangle square green rectangle <eos>,<sos> square <eos>
34,<sos> white white white white white white white white <eos>,<sos> ellipse <eos>
34,<sos> white ellipse white rectangle gray gray rectangle gray <eos>,<sos> gray shape <eos>
34,<sos> ellipse yellow ellipse yellow yellow yellow ellipse yellow <eos>,<sos> yellow ellipse <eos>
34,<sos> red red red,<sos> rectangle <eos>
34,<sos> ellipse ellipse ellipse yellow ellipse ellipse ellipse ellipse <eos>,<sos> yellow shape <eos>
34,<sos> ellipse green ellipse ellipse yellow ellipse ellipse circle <eos>,<sos> ellipse <eos>
34,<sos> green red gray rectangle green,<sos> circle <eos>
34,<sos> yellow yellow yellow yellow yellow yellow ellipse green <eos>,<sos> circle <eos>
34,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
34,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
