epoch,speaker_utterance,ground_truth
49,<sos> rectangle rectangle rectangle rectangle gray rectangle rectangle rectangle <eos>,<sos> rectangle <eos>
49,<sos> yellow yellow yellow white yellow yellow yellow white <eos>,<sos> yellow shape <eos>
49,<sos> white yellow white yellow white white white white <eos>,<sos> rectangle <eos>
49,<sos> rectangle rectangle blue blue rectangle blue rectangle blue <eos>,<sos> rectangle <eos>
49,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
49,<sos> rectangle square rectangle rectangle square yellow rectangle blue <eos>,<sos> rectangle <eos>
49,<sos> ellipse red red red red red red red <eos>,<sos> circle <eos>
49,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
49,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
49,<sos> ellipse ellipse blue ellipse ellipse ellipse ellipse blue <eos>,<sos> ellipse <eos>
49,<sos> rectangle rectangle rectangle rectangle rectangle rectangle rectangle rectangle <eos>,<sos> square <eos>
49,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
49,<sos> yellow square white gray gray white green <UNK> <eos>,<sos> square <eos>
49,<sos> yellow rectangle rectangle rectangle rectangle rectangle rectangle gray <eos>,<sos> square <eos>
49,<sos> yellow ellipse blue yellow rectangle gray red ellipse <eos>,<sos> square <eos>
49,<sos> rectangle green blue rectangle gray green gray gray <eos>,<sos> rectangle <eos>
49,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
49,<sos> white rectangle white gray rectangle rectangle ellipse gray <eos>,<sos> gray shape <eos>
49,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
49,<sos> ellipse gray white ellipse gray gray gray gray <eos>,<sos> ellipse <eos>
49,<sos> red red red red rectangle red red square <eos>,<sos> rectangle <eos>
49,<sos> white gray gray gray gray gray gray gray <eos>,<sos> gray shape <eos>
49,<sos> yellow red red red red red red red <eos>,<sos> rectangle <eos>
49,<sos> ellipse ellipse ellipse ellipse blue ellipse ellipse blue <eos>,<sos> ellipse <eos>
49,<sos> rectangle rectangle gray rectangle gray gray rectangle gray <eos>,<sos> gray shape <eos>
49,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
49,<sos> green red green yellow green rectangle green green <eos>,<sos> green shape <eos>
49,<sos> rectangle gray gray gray gray gray rectangle gray <eos>,<sos> gray shape <eos>
49,<sos> gray gray gray gray gray circle gray gray <eos>,<sos> ellipse <eos>
49,<sos> ellipse red ellipse red red red red red <eos>,<sos> ellipse <eos>
49,<sos> red red red red red red red red <eos>,<sos> ellipse <eos>
49,<sos> red red red red circle red red red <eos>,<sos> red shape <eos>
