epoch,speaker_utterance,ground_truth
14,<sos> green green green green green green green green <eos>,<sos> yellow shape <eos>
14,<sos> red red red red red red red red <eos>,<sos> red shape <eos>
14,<sos> green green green green green green green green <eos>,<sos> ellipse <eos>
14,<sos> green green green green green green green green <eos>,<sos> circle <eos>
14,<sos> white square white blue square white white square <eos>,<sos> white shape <eos>
14,<sos> white white gray gray gray gray gray gray <eos>,<sos> white shape <eos>
14,<sos> square square rectangle square square red red square <eos>,<sos> rectangle <eos>
14,<sos> green green green green green green gray gray <eos>,<sos> rectangle <eos>
14,<sos> green green green,<sos> green shape <eos>
14,<sos> white white ellipse white ellipse ellipse gray gray <eos>,<sos> circle <eos>
14,<sos> red red red red red red red red <eos>,<sos> ellipse <eos>
14,<sos> green green green green green green green green <eos>,<sos> ellipse <eos>
14,<sos> green blue green green green green green blue <eos>,<sos> circle <eos>
14,<sos> red red red red red red red red <eos>,<sos> circle <eos>
14,<sos> rectangle rectangle green gray yellow red blue gray <eos>,<sos> green rectangle <eos>
14,<sos> white white blue blue white blue white blue <eos>,<sos> circle <eos>
14,<sos> red red red red red red red red <eos>,<sos> red shape <eos>
14,<sos> square <UNK> white <UNK> <UNK> white white <UNK> <eos>,<sos> gray shape <eos>
14,<sos> green green green green green green green green <eos>,<sos> rectangle <eos>
14,<sos> white white white white white white white white <eos>,<sos> white square <eos>
14,<sos> green ellipse white ellipse ellipse gray gray gray <eos>,<sos> square <eos>
14,<sos> green green green green green green rectangle green <eos>,<sos> blue circle <eos>
14,<sos> red red red green green green green green <eos>,<sos> rectangle <eos>
14,<sos> green green green green rectangle green green blue <eos>,<sos> rectangle <eos>
14,<sos> green green green green green green green green <eos>,<sos> green shape <eos>
14,<sos> green green rectangle green green green green green <eos>,<sos> rectangle <eos>
14,<sos> green blue blue blue blue green blue blue <eos>,<sos> blue shape <eos>
14,<sos> red red red red red red red red <eos>,<sos> red shape <eos>
14,<sos> green green green green green green green gray <eos>,<sos> green shape <eos>
14,<sos> red red red red red red red red <eos>,<sos> ellipse <eos>
14,<sos> rectangle green rectangle rectangle green gray green rectangle <eos>,<sos> circle <eos>
14,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
