epoch,speaker_utterance,ground_truth
73,<sos> red red red red rectangle red red red <eos>,<sos> rectangle <eos>
73,<sos> rectangle rectangle red rectangle red square square red <eos>,<sos> circle <eos>
73,<sos> yellow circle circle circle circle circle circle circle <eos>,<sos> square <eos>
73,<sos> red red red red red red red red <eos>,<sos> square <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
73,<sos> ellipse ellipse ellipse blue blue ellipse blue ellipse <eos>,<sos> blue shape <eos>
73,<sos> green green rectangle green rectangle blue green green <eos>,<sos> square <eos>
73,<sos> yellow yellow white square white yellow white yellow <eos>,<sos> ellipse <eos>
73,<sos> red rectangle rectangle red rectangle red rectangle red <eos>,<sos> circle <eos>
73,<sos> white white gray gray gray gray white gray <eos>,<sos> square <eos>
73,<sos> rectangle green red rectangle green red green red <eos>,<sos> rectangle <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
73,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> rectangle <eos>
73,<sos> yellow yellow green yellow yellow green blue yellow <eos>,<sos> circle <eos>
73,<sos> green green green gray blue gray blue green <eos>,<sos> green shape <eos>
73,<sos> red red red red red red red red <eos>,<sos> rectangle <eos>
73,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> yellow shape <eos>
73,<sos> green green green green green blue green green <eos>,<sos> green shape <eos>
73,<sos> green green green green green red green green <eos>,<sos> rectangle <eos>
73,<sos> red yellow red red circle red circle circle <eos>,<sos> red circle <eos>
73,<sos> red red red red red red red red <eos>,<sos> circle <eos>
73,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> square <eos>
73,<sos> green green green green green green green rectangle <eos>,<sos> green shape <eos>
73,<sos> white white white white ellipse ellipse white ellipse <eos>,<sos> white circle <eos>
73,<sos> red ellipse red red red red red red <eos>,<sos> square <eos>
73,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
73,<sos> gray red gray gray gray gray gray gray <eos>,<sos> square <eos>
73,<sos> green green green yellow yellow yellow green green <eos>,<sos> green shape <eos>
73,<sos> blue blue rectangle blue rectangle blue rectangle blue <eos>,<sos> square <eos>
