epoch,speaker_utterance,ground_truth
24,<sos> yellow yellow yellow white yellow gray white yellow <eos>,<sos> rectangle <eos>
24,<sos> gray white gray gray gray gray gray gray <eos>,<sos> gray shape <eos>
24,<sos> ellipse ellipse ellipse yellow yellow ellipse circle circle <eos>,<sos> ellipse <eos>
24,<sos> green blue blue blue blue blue blue blue <eos>,<sos> rectangle <eos>
24,<sos> yellow ellipse yellow yellow ellipse ellipse ellipse ellipse <eos>,<sos> circle <eos>
24,<sos> green green green green green green green green <eos>,<sos> circle <eos>
24,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
24,<sos> green rectangle gray gray gray rectangle gray gray <eos>,<sos> rectangle <eos>
24,<sos> blue green green green green green green blue <eos>,<sos> blue shape <eos>
24,<sos> white red white red red white white red <eos>,<sos> red shape <eos>
24,<sos> rectangle rectangle rectangle rectangle red rectangle rectangle rectangle <eos>,<sos> circle <eos>
24,<sos> green green green green green green green green <eos>,<sos> square <eos>
24,<sos> yellow gray rectangle gray gray rectangle yellow gray <eos>,<sos> gray ellipse <eos>
24,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
24,<sos> ellipse ellipse ellipse yellow blue circle gray circle <eos>,<sos> yellow shape <eos>
24,<sos> blue blue blue blue green blue blue blue <eos>,<sos> square <eos>
24,<sos> ellipse ellipse ellipse ellipse white ellipse ellipse ellipse <eos>,<sos> square <eos>
24,<sos> white yellow green,<sos> square <eos>
24,<sos> red rectangle red red rectangle red rectangle rectangle <eos>,<sos> red shape <eos>
24,<sos> white white white square white white white square <eos>,<sos> square <eos>
24,<sos> white rectangle rectangle rectangle gray rectangle rectangle gray <eos>,<sos> white shape <eos>
24,<sos> red red red red red red red red <eos>,<sos> red shape <eos>
24,<sos> red red green red red red red red <eos>,<sos> circle <eos>
24,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
24,<sos> yellow yellow yellow yellow yellow yellow ellipse yellow <eos>,<sos> yellow circle <eos>
24,<sos> rectangle rectangle rectangle rectangle green rectangle rectangle rectangle <eos>,<sos> green shape <eos>
24,<sos> green green gray green green green gray gray <eos>,<sos> rectangle <eos>
24,<sos> ellipse blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
24,<sos> green green square green square gray green yellow <eos>,<sos> square <eos>
24,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
24,<sos> yellow yellow yellow yellow yellow yellow yellow yellow <eos>,<sos> square <eos>
24,<sos> green gray gray gray gray gray gray gray <eos>,<sos> square <eos>
