epoch,speaker_utterance,ground_truth
35,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
35,<sos> yellow gray gray gray gray gray gray gray <eos>,<sos> ellipse <eos>
35,<sos> ellipse blue blue blue blue blue blue blue <eos>,<sos> blue circle <eos>
35,<sos> yellow yellow ellipse yellow yellow ellipse yellow yellow <eos>,<sos> yellow shape <eos>
35,<sos> ellipse blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
35,<sos> white red red white ellipse white red red <eos>,<sos> square <eos>
35,<sos> rectangle gray gray rectangle gray gray gray gray <eos>,<sos> gray shape <eos>
35,<sos> <UNK> white white gray white gray gray gray <eos>,<sos> circle <eos>
35,<sos> red red red red red red circle red <eos>,<sos> red shape <eos>
35,<sos> white white white white white white white white <eos>,<sos> white shape <eos>
35,<sos> ellipse ellipse ellipse ellipse ellipse ellipse ellipse ellipse <eos>,<sos> yellow shape <eos>
35,<sos> green ellipse yellow green green green green green <eos>,<sos> circle <eos>
35,<sos> ellipse green green gray gray gray green green <eos>,<sos> ellipse <eos>
35,<sos> white white white white white white white white <eos>,<sos> circle <eos>
35,<sos> green green green green rectangle green green green <eos>,<sos> rectangle <eos>
35,<sos> rectangle blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
35,<sos> yellow rectangle rectangle rectangle blue green rectangle green <eos>,<sos> blue rectangle <eos>
35,<sos> rectangle rectangle rectangle square rectangle rectangle rectangle rectangle <eos>,<sos> rectangle <eos>
35,<sos> blue green blue green green blue green blue <eos>,<sos> blue shape <eos>
35,<sos> ellipse green yellow yellow ellipse ellipse green yellow <eos>,<sos> ellipse <eos>
35,<sos> ellipse ellipse white ellipse ellipse white ellipse white <eos>,<sos> gray shape <eos>
35,<sos> ellipse red white red red red red ellipse <eos>,<sos> red shape <eos>
35,<sos> red red red red yellow red red red <eos>,<sos> red shape <eos>
35,<sos> green green green green green green green green <eos>,<sos> square <eos>
35,<sos> red red red red red red red red <eos>,<sos> rectangle <eos>
35,<sos> blue ellipse blue blue rectangle blue blue green <eos>,<sos> blue rectangle <eos>
35,<sos> yellow red green red red green green green <eos>,<sos> rectangle <eos>
35,<sos> yellow ellipse ellipse white ellipse yellow white ellipse <eos>,<sos> yellow shape <eos>
35,<sos> ellipse ellipse green gray gray gray gray gray <eos>,<sos> gray shape <eos>
35,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> blue shape <eos>
35,<sos> blue blue blue blue blue blue blue blue <eos>,<sos> ellipse <eos>
35,<sos> ellipse ellipse ellipse ellipse white ellipse ellipse ellipse <eos>,<sos> ellipse <eos>
